customerID,SeniorCitizen,gender,tenure,MonthlyCharges,Contract,InternetService,TechSupport,TotalCharges,Churn
3744-ZRRDZ,0,Male,21,82.35,Month-to-month,Fiber optic,No,1852.85,Yes
5673-TIYIB,0,Male,2,40.4,Month-to-month,DSL,Yes,77.15,Yes
6551-ZCOTS,1,Male,33,24.9,One year,No,No internet service,847.8,No
7191-ADRGF,0,Male,44,54.3,Two year,DSL,No,2390.45,No
5018-LXQQG,0,Female,30,66.3,Month-to-month,DSL,Yes,1923.5,No
6892-BOGQE,0,Female,71,20.9,Two year,No,No internet service,1493.2,No
1602-IJQQE,0,Female,4,75.35,Month-to-month,Fiber optic,No,338.1,Yes
4628-WQCQQ,0,Male,35,85.15,One year,Fiber optic,No,3030.6,Yes
1746-TGTWV,0,Male,1,75.35,Month-to-month,Fiber optic,No,75.35,No
5995-SNNEW,1,Male,23,104.45,Month-to-month,Fiber optic,No,2184.85,No
8050-WYBND,0,Female,22,49.45,One year,DSL,No,1031.4,No
2821-WARNZ,0,Female,49,19.45,One year,No,No internet service,921.3,No
4879-GZLFH,0,Female,42,92.15,Month-to-month,Fiber optic,No,3875.4,No
1644-IRKSF,0,Female,33,93.8,One year,Fiber optic,No,3124.5,Yes
8314-HTWVE,0,Female,7,19.85,Two year,No,No internet service,144.15,No
9402-ROUMJ,0,Female,67,100.25,One year,Fiber optic,Yes,6689,No
2507-QZPQS,0,Male,15,95.7,Month-to-month,Fiber optic,Yes,1451.1,No
7159-NOKYQ,0,Male,67,93.15,Two year,Fiber optic,No,6368.2,No
5707-ZMDJP,0,Male,53,69.7,Two year,DSL,Yes,3729.6,No
8779-YIQQA,0,Male,21,19.8,One year,No,No internet service,350.1,No
7136-IHZJA,0,Female,40,71.35,Month-to-month,DSL,Yes,2847.2,No
8966-OIQHG,0,Female,22,20.75,One year,No,No internet service,452.35,No
7074-STDCN,0,Male,39,40.6,Month-to-month,DSL,Yes,1494.5,No
3705-PSNGL,0,Male,45,20.4,One year,No,No internet service,930.45,Yes
8739-QOTTN,0,Female,2,20.35,Month-to-month,No,No internet service,41.85,No
1399-OUPJN,0,Female,57,19.75,Two year,No,No internet service,1272.05,No
0277-BKSQP,0,Male,8,54.4,Month-to-month,DSL,No,475.1,No
6502-HCJTI,1,Male,7,94.7,Month-to-month,Fiber optic,No,673.1,Yes
2606-RMDHZ,0,Male,6,30.5,Month-to-month,DSL,No,208.7,Yes
5774-XZTQC,0,Female,7,20.45,Month-to-month,No,No internet service,150.75,No
2676-SSLTO,0,Male,49,66.15,Two year,DSL,Yes,3199,No
6266-QHOJZ,0,Female,65,89.85,One year,Fiber optic,Yes,5844.65,No
7269-JISCY,0,Female,55,45.05,One year,DSL,No,2462.6,No
0363-SVHYR,0,Male,71,86.85,Two year,DSL,Yes,6263.8,No
8547-NSBBO,0,Male,35,96.75,Month-to-month,Fiber optic,Yes,3403.4,No
8258-GSTJK,1,Male,3,77.0,Month-to-month,Fiber optic,No,237.75,Yes
6861-OKBCE,0,Female,11,20.1,Month-to-month,No,No internet service,221.35,Yes
9940-RHLFB,0,Female,1,75.3,Month-to-month,Fiber optic,No,75.3,Yes
6591-QGOYB,0,Male,17,106.65,Month-to-month,Fiber optic,Yes,1672.1,No
9070-BCKQP,0,Female,72,110.15,Two year,Fiber optic,Yes,7881.2,No
6421-SZVEM,0,Female,28,82.85,One year,Fiber optic,No,2320.8,No
1328-EUZHC,0,Female,18,20.1,Two year,No,No internet service,370.5,No
2995-UPRYS,1,Female,40,99.2,One year,Fiber optic,Yes,4062.2,Yes
8878-RYUKI,0,Female,52,59.45,Month-to-month,DSL,No,3043.7,No
9633-DENPU,0,Female,47,58.6,Month-to-month,DSL,No,2723.4,No
7811-JIVPF,0,Female,23,49.7,Month-to-month,DSL,No,1081.25,No
7113-HIPFI,0,Male,66,65.85,Two year,DSL,Yes,4097.05,No
8541-QVFKM,0,Female,8,73.5,Month-to-month,Fiber optic,No,632.2,No
6686-YPGHK,1,Male,47,85.5,Month-to-month,Fiber optic,No,4042.3,Yes
1383-EZRWL,0,Female,7,20.05,Month-to-month,No,No internet service,164.85,Yes
9258-CNWAC,0,Female,71,113.65,Two year,Fiber optic,Yes,8166.8,No
5371-VYLSX,1,Female,50,83.4,Month-to-month,Fiber optic,No,4113.7,No
6374-AFWOX,0,Male,46,65.65,Two year,DSL,Yes,3047.15,No
4759-TRPLW,0,Male,1,70.4,Month-to-month,Fiber optic,No,70.4,Yes
5317-FLPJF,0,Female,66,61.35,Two year,DSL,Yes,4193.4,No
7621-VPNET,0,Female,42,85.9,Month-to-month,Fiber optic,Yes,3729.75,No
6034-YMTOB,0,Female,5,75.65,Month-to-month,Fiber optic,Yes,399.45,No
8563-IIOXK,0,Male,7,49.75,One year,DSL,No,331.3,Yes
4903-CNOZC,0,Male,29,70.9,One year,DSL,No,1964.6,No
4353-HYOJD,0,Female,27,49.85,Month-to-month,DSL,No,1336.15,No
8020-BWHYL,1,Female,15,75.3,Month-to-month,Fiber optic,No,1147.45,Yes
7267-FRMJW,0,Female,25,20.1,Two year,No,No internet service,486.05,No
2982-VPSGI,0,Female,11,94.0,Month-to-month,Fiber optic,No,1078.9,Yes
4188-FRABG,0,Male,57,103.05,Month-to-month,Fiber optic,Yes,5925.75,No
8199-ZLLSA,0,Male,67,118.35,One year,Fiber optic,Yes,7804.15,Yes
4128-ETESU,1,Female,47,99.7,Month-to-month,Fiber optic,No,4747.2,No
0620-DLSLK,0,Female,13,81.9,Month-to-month,Fiber optic,No,1028.9,No
4625-EWPTF,0,Male,8,30.45,Month-to-month,DSL,No,226.45,Yes
5980-NOPLP,0,Female,44,96.1,Month-to-month,Fiber optic,No,4364.1,Yes
3850-OKINF,0,Male,71,66.2,One year,DSL,No,4692.55,No
6892-XPFPU,1,Male,24,104.25,Month-to-month,Fiber optic,No,2433.9,Yes
8010-EZLOU,1,Male,15,80.2,Month-to-month,Fiber optic,No,1217.25,Yes
1156-ZFYDO,0,Female,1,19.75,Month-to-month,No,No internet service,19.75,No
3295-YVUSR,1,Male,2,72.6,Month-to-month,Fiber optic,No,154.3,No
8016-NCFVO,1,Male,55,116.5,Month-to-month,Fiber optic,Yes,6382.55,No
4119-ZYPZY,1,Male,71,106.8,Two year,Fiber optic,Yes,7623.2,No
5549-ZGHFB,0,Male,50,24.95,Two year,No,No internet service,1261.45,No
7577-SWIFR,0,Male,1,89.25,Month-to-month,Fiber optic,No,89.25,No
0303-WMMRN,0,Male,5,19.25,Month-to-month,No,No internet service,86.05,No
6408-OTUBZ,0,Female,66,104.55,One year,Fiber optic,Yes,6779.05,No
5204-HMGYF,0,Female,49,87.2,One year,DSL,Yes,4345,No
1078-TDCRN,1,Female,3,30.75,Month-to-month,DSL,No,82.85,No
3727-OVPRY,0,Male,66,25.7,One year,No,No internet service,1714.55,No
3797-FKOGQ,0,Male,11,86.2,Month-to-month,Fiber optic,No,893.2,No
7622-NXQZR,0,Male,28,30.1,Month-to-month,DSL,Yes,810.85,No
6196-HBOBZ,0,Male,65,99.35,Two year,Fiber optic,No,6347.55,No
3970-XGJDU,0,Female,62,19.2,Two year,No,No internet service,1123.65,No
7017-VFULY,0,Female,2,20.1,Month-to-month,No,No internet service,43.15,No
5562-YJQGT,0,Female,2,20.35,Month-to-month,No,No internet service,35.1,No
8807-OPMBM,0,Female,55,25.65,Two year,No,No internet service,1388,No
5439-WIKXB,1,Male,41,94.55,Month-to-month,Fiber optic,No,3851.45,No
9874-QLCLH,0,Female,17,104.2,Month-to-month,Fiber optic,No,1743.5,Yes
8294-UIMBA,0,Female,30,94.4,One year,Fiber optic,Yes,2638.1,No
8109-YUOHE,0,Male,17,56.1,One year,DSL,No,946.95,No
5840-NVDCG,0,Female,16,68.25,Two year,DSL,Yes,1114.85,No
8092-NLTGF,0,Male,72,24.75,Two year,No,No internet service,1777.6,No
5928-QLDHB,0,Male,9,76.25,Month-to-month,Fiber optic,No,684.85,No
9840-EFJQB,0,Female,1,74.35,Month-to-month,Fiber optic,No,74.35,No
0696-UKTOX,0,Male,23,54.15,Month-to-month,DSL,Yes,1312.45,No
4801-KFYKL,0,Male,8,19.45,Month-to-month,No,No internet service,159.2,No
3472-OAOOR,0,Male,19,34.95,Month-to-month,DSL,No,610.2,No
6135-OZQVA,0,Female,7,53.65,Month-to-month,DSL,No,404.35,No
8062-YBDOE,1,Male,1,69.65,Month-to-month,Fiber optic,No,69.65,Yes
2252-JHJGE,0,Male,61,104.0,One year,Fiber optic,No,6363.45,No
4188-PCPIG,0,Female,57,70.35,Two year,DSL,Yes,4124.65,No
6000-APYLU,0,Male,9,80.8,Month-to-month,Fiber optic,No,713.1,Yes
7105-BENQF,0,Male,15,64.85,One year,DSL,No,950.75,No
7721-DVEKZ,0,Female,1,19.65,Month-to-month,No,No internet service,19.65,No
3566-VVORZ,0,Female,12,45.9,Month-to-month,DSL,No,505.95,No
9507-HSMMZ,0,Male,54,20.0,Two year,No,No internet service,1149.65,No
2480-SQIOB,0,Male,4,44.8,Month-to-month,DSL,No,169.65,No
0947-IDHRQ,0,Female,7,80.3,Month-to-month,Fiber optic,No,526.7,Yes
7813-TKCVO,0,Female,20,20.35,One year,No,No internet service,393.15,No
0128-MKWSG,0,Female,26,45.8,Month-to-month,DSL,Yes,1147,No
3672-YITQD,1,Male,36,84.1,Month-to-month,Fiber optic,No,3021.6,Yes
4350-ZTLPI,0,Female,53,108.95,One year,Fiber optic,Yes,5718.2,No
9048-JVYVF,0,Male,3,69.35,Month-to-month,DSL,Yes,191.35,Yes
0361-HJRDX,0,Female,68,64.35,Two year,DSL,Yes,4539.6,No
5727-MYATE,0,Male,72,90.8,Two year,DSL,Yes,6397.6,No
3823-KYNQY,0,Male,12,24.95,One year,No,No internet service,280.4,No
8988-ECPJR,1,Female,34,79.6,Month-to-month,Fiber optic,No,2718.3,Yes
7570-WELNY,0,Female,68,84.7,Two year,Fiber optic,No,5711.05,No
3021-VLNRJ,0,Female,50,70.8,One year,DSL,Yes,3478.15,No
3776-EKTKM,1,Female,1,36.45,Month-to-month,DSL,No,36.45,Yes
2080-CAZNM,1,Female,41,104.4,Month-to-month,Fiber optic,No,4133.95,No
1028-FFNJK,1,Male,30,101.5,Month-to-month,Fiber optic,Yes,2917.65,No
6907-FLBER,0,Male,1,54.3,Month-to-month,DSL,No,54.3,No
3001-UNBTL,1,Male,29,103.95,Month-to-month,Fiber optic,No,2964.8,No
5982-PSMKW,0,Female,23,91.1,Two year,DSL,Yes,2198.3,No
3507-GASNP,0,Male,60,19.95,Two year,No,No internet service,1189.9,No
7096-ZNBZI,0,Female,72,26.45,Two year,No,No internet service,1914.5,No
1902-XBTFB,0,Male,22,89.4,Month-to-month,Fiber optic,No,2001.5,Yes
1676-MQAOA,0,Male,72,75.1,Two year,DSL,Yes,5336.35,No
0786-IVLAW,1,Female,66,108.1,One year,Fiber optic,No,7238.6,No
7566-DSRLQ,0,Female,72,110.15,Two year,Fiber optic,Yes,7998.8,No
0643-OKLRP,1,Female,47,80.35,Month-to-month,Fiber optic,No,3825.85,Yes
7245-JMTTQ,0,Female,51,111.5,One year,Fiber optic,Yes,5703.25,No
6050-IJRHS,0,Female,70,106.5,One year,Fiber optic,No,7397,No
6202-JVYEU,0,Male,9,19.9,One year,No,No internet service,164.6,No
8591-TKMZH,0,Male,59,111.1,Two year,Fiber optic,Yes,6555.2,No
0734-OXWBT,0,Male,3,70.7,Month-to-month,DSL,Yes,225.65,No
4282-ACRXS,1,Male,38,24.85,Month-to-month,DSL,No,955.75,No
0365-TRTPY,0,Female,37,91.2,Month-to-month,Fiber optic,No,3382.3,No
7349-ALMUX,0,Male,37,65.6,Two year,DSL,Yes,2313.8,No
9381-NDKME,1,Female,24,40.65,Month-to-month,DSL,No,933.3,Yes
6502-KUGLL,0,Female,14,59.45,Month-to-month,DSL,Yes,780.85,No
1841-YSJGV,0,Male,72,109.95,Two year,Fiber optic,Yes,7852.4,No
2794-XIMMO,0,Male,53,60.45,One year,DSL,Yes,3184.25,Yes
8382-SHQEH,0,Female,8,84.9,Month-to-month,Fiber optic,No,764.95,Yes
3511-BFTJW,0,Male,72,38.5,Two year,DSL,No,2763,No
7668-XCFYV,1,Female,17,92.55,Month-to-month,Fiber optic,No,1614.7,No
2983-ZANRP,0,Female,2,73.55,Month-to-month,Fiber optic,No,145.4,Yes
7845-URHJN,0,Female,8,20.15,Month-to-month,No,No internet service,156.25,Yes
3034-ZBEQN,0,Female,48,34.7,One year,DSL,No,1604.5,Yes
5018-HEKFO,0,Female,10,24.5,Month-to-month,No,No internet service,270.15,No
2923-ARZLG,0,Male,0,19.7,One year,No,No internet service, ,No
3976-NLDEZ,0,Male,1,20.6,Month-to-month,No,No internet service,20.6,No
2282-YGNOR,0,Female,29,58.0,One year,DSL,Yes,1734.5,No
5336-UFNZP,1,Female,65,107.45,One year,Fiber optic,No,7047.5,No
6854-EXGSF,0,Female,8,65.5,Month-to-month,DSL,No,573.15,No
1241-EZFMJ,0,Male,61,25.45,Two year,No,No internet service,1538.6,No
9233-PSYHO,1,Female,45,100.15,One year,Fiber optic,No,4459.8,No
5376-PCKNB,0,Male,72,104.45,One year,Fiber optic,No,7459,No
8044-BGWPI,0,Male,12,21.15,Month-to-month,No,No internet service,306.05,No
4060-LDNLU,0,Male,7,96.2,Month-to-month,Fiber optic,No,639.7,No
3589-PPVKW,0,Male,9,44.4,Month-to-month,DSL,No,348.15,No
8327-LZKAS,1,Female,43,107.55,One year,Fiber optic,Yes,4533.9,Yes
5887-IKKYO,0,Male,58,94.35,Two year,Fiber optic,Yes,5563.65,No
1075-BGWOH,1,Male,16,98.75,Month-to-month,Fiber optic,No,1587.55,Yes
1755-RMCXH,0,Male,2,20.3,Month-to-month,No,No internet service,40.25,No
0302-JOIVN,0,Female,8,101.15,Month-to-month,Fiber optic,No,842.9,Yes
3858-XHYJO,0,Female,40,105.75,One year,Fiber optic,No,4228.55,No
4299-SIMNS,0,Male,9,81.15,Month-to-month,Fiber optic,No,784.45,No
7025-IWFHT,0,Male,41,89.55,One year,Fiber optic,Yes,3729.75,No
6261-LHRTG,0,Female,26,54.75,Month-to-month,DSL,No,1406.9,No
7841-FCRQD,0,Female,33,53.75,One year,DSL,Yes,1857.3,No
2056-EVGZL,0,Male,68,105.75,One year,Fiber optic,Yes,7322.5,No
8777-MBMTS,1,Female,65,105.85,Two year,Fiber optic,Yes,6725.5,No
7753-USQYQ,0,Male,55,64.2,One year,DSL,Yes,3627.3,No
5366-IJEQJ,0,Male,20,88.7,Month-to-month,Fiber optic,No,1761.45,Yes
7661-CPURM,0,Male,19,87.7,One year,Fiber optic,Yes,1725.95,No
6233-HXJMX,0,Female,45,89.3,Month-to-month,Fiber optic,No,4192.15,No
5902-WBLSE,0,Female,70,20.15,Two year,No,No internet service,1411.2,No
1981-INRFU,0,Female,2,79.75,Month-to-month,Fiber optic,No,164.5,Yes
4971-PUYQO,0,Female,27,94.55,Month-to-month,Fiber optic,No,2724.6,Yes
3239-TPHPZ,0,Female,12,20.05,Two year,No,No internet service,264.55,No
5115-GZDEL,0,Male,72,67.2,Two year,DSL,Yes,4671.7,No
3338-CVVEH,0,Male,12,94.55,Month-to-month,Fiber optic,No,1173.55,No
8485-GJCDN,1,Female,5,69.05,Month-to-month,Fiber optic,No,318.5,Yes
2615-YVMYX,1,Male,71,107.5,Month-to-month,Fiber optic,No,7713.55,No
2851-STERV,1,Male,35,73.0,One year,DSL,Yes,2471.25,No
4393-GEADV,0,Male,70,114.75,Two year,Fiber optic,Yes,7842.3,No
8486-AYEQH,0,Female,31,76.05,Month-to-month,Fiber optic,No,2227.8,No
1527-SXDPN,0,Male,52,96.25,Two year,Fiber optic,Yes,4990.25,Yes
6029-WTIPC,1,Male,37,101.1,Month-to-month,Fiber optic,No,3744.05,Yes
8634-CILSZ,0,Male,69,104.7,One year,Fiber optic,Yes,7220.35,Yes
5419-JKZNQ,1,Male,30,77.9,Month-to-month,Fiber optic,No,2351.45,No
2495-KZNFB,0,Female,33,90.65,Month-to-month,Fiber optic,No,2989.6,No
1409-PHXTF,1,Male,54,110.45,Two year,Fiber optic,Yes,6077.75,No
4560-WQAQW,0,Female,59,68.7,One year,DSL,Yes,4070.95,No
9591-YVTEB,1,Male,55,44.85,Month-to-month,DSL,No,2479.05,No
9309-BZGNT,1,Male,69,29.8,One year,DSL,No,2134.3,No
4274-DRSQT,0,Female,66,88.9,One year,Fiber optic,No,6000.1,No
2027-DNKIV,0,Male,37,58.75,One year,DSL,Yes,2203.1,No
8075-GXIUB,1,Male,9,19.85,One year,No,No internet service,183.15,No
2885-HIJDH,0,Male,69,86.9,Two year,DSL,Yes,6194.1,No
5424-RLQLC,0,Male,10,59.65,Month-to-month,DSL,No,638.95,No
6682-QJDGB,0,Male,40,55.25,Month-to-month,DSL,No,2139.2,Yes
6507-DTJZV,0,Male,13,66.4,Month-to-month,DSL,No,831.75,No
8780-IXSTS,0,Female,6,90.1,Month-to-month,Fiber optic,No,521.3,Yes
7673-BQGKU,0,Female,69,20.15,Two year,No,No internet service,1337.5,No
6723-WSNTY,1,Female,66,108.1,One year,Fiber optic,Yes,7181.95,No
9530-EHPOH,0,Male,11,53.75,Month-to-month,DSL,No,608,Yes
2725-IWWBA,0,Male,46,56.9,One year,DSL,Yes,2560.1,No
0345-HKJVM,0,Female,6,89.3,Month-to-month,Fiber optic,No,577.6,Yes
1061-PNTHC,0,Female,56,109.6,Month-to-month,Fiber optic,Yes,5953,No
0394-YONDK,0,Male,70,25.15,Two year,No,No internet service,1790.15,No
6574-MCOEH,0,Female,33,79.15,One year,DSL,Yes,2531.4,No
7399-QHBJS,0,Female,72,66.75,Two year,DSL,Yes,4760.3,No
3049-SOLAY,0,Female,3,95.2,Month-to-month,Fiber optic,No,292.85,Yes
0997-YTLNY,0,Female,19,48.8,Month-to-month,DSL,Yes,953.65,No
3317-HRTNN,1,Female,5,45.7,Month-to-month,DSL,No,198,Yes
9479-HYNYL,0,Female,71,80.7,Two year,DSL,Yes,5705.05,No
3235-ETOOB,0,Male,8,74.5,Month-to-month,Fiber optic,No,609.9,Yes
9708-KFDBY,0,Male,1,20.55,Month-to-month,No,No internet service,20.55,No
8058-INTPH,0,Female,1,79.65,Month-to-month,Fiber optic,No,79.65,Yes
3642-GKTCT,0,Female,61,115.1,One year,Fiber optic,Yes,6993.65,No
0774-RMNUW,0,Female,71,59.7,Two year,DSL,Yes,4122.65,No
1334-PDUKM,0,Female,68,86.45,One year,Fiber optic,No,5762.95,No
0756-MPZRL,0,Male,46,33.7,One year,DSL,Yes,1537.85,No
2242-MFOTG,0,Male,33,80.1,One year,Fiber optic,No,2603.3,No
2927-CVULT,0,Female,53,104.05,Two year,Fiber optic,Yes,5566.4,No
2144-BFDSO,1,Female,50,108.75,Month-to-month,Fiber optic,No,5431.9,No
8745-PVESG,0,Female,57,41.1,One year,DSL,Yes,2258.25,No
7647-GYYKX,0,Female,54,20.35,Two year,No,No internet service,1092.35,No
5647-FXOTP,1,Female,60,105.9,Month-to-month,Fiber optic,No,6401.25,No
5569-OUICF,1,Female,28,101.3,Month-to-month,Fiber optic,Yes,2812.2,Yes
8821-XNHVZ,0,Female,1,80.05,Month-to-month,Fiber optic,No,80.05,Yes
2082-OJVTK,0,Male,29,89.2,Month-to-month,Fiber optic,No,2698.35,Yes
9700-ISPUP,0,Female,10,65.5,Month-to-month,DSL,Yes,616.9,No
9839-ETQOE,0,Male,43,40.45,Month-to-month,DSL,No,1912.85,No
6078-VESFR,1,Male,13,70.45,Month-to-month,Fiber optic,No,849.1,No
9027-TMATR,0,Female,43,78.8,Two year,DSL,Yes,3460.3,No
5940-NFXKV,0,Male,19,83.65,Month-to-month,Fiber optic,No,1465.75,Yes
1941-HOSAM,0,Male,1,90.1,Month-to-month,Fiber optic,No,90.1,No
9110-HSGTV,0,Female,69,82.45,Two year,DSL,Yes,5555.3,No
0704-VCUMB,0,Female,61,20.25,Two year,No,No internet service,1278.8,No
6171-ZTVYB,0,Male,43,66.25,Month-to-month,DSL,Yes,2907.35,No
8053-WWDRO,0,Female,6,19.5,Month-to-month,No,No internet service,146.3,Yes
9564-KCLHR,0,Male,1,51.25,Month-to-month,DSL,Yes,51.25,Yes
1935-IMVBB,0,Male,56,89.7,Month-to-month,Fiber optic,No,4952.95,No
2535-PBCGC,0,Female,70,64.55,Two year,DSL,Yes,4504.9,No
2082-CEFLT,0,Male,1,45.6,Month-to-month,DSL,No,45.6,Yes
1470-PSXNM,0,Male,49,93.65,One year,Fiber optic,No,4520.15,No
1213-NGCUN,0,Female,6,49.65,Month-to-month,DSL,Yes,267.35,Yes
2498-XLDZR,0,Female,32,73.6,Two year,DSL,Yes,2316.85,No
9866-OCCKE,1,Female,72,109.75,Two year,Fiber optic,Yes,8075.35,No
5338-YHWYT,0,Male,37,61.45,Two year,DSL,Yes,2302.35,No
7718-UPSKJ,0,Female,69,106.4,One year,Fiber optic,Yes,7251.9,No
8731-WBBMB,0,Female,26,81.9,Month-to-month,DSL,Yes,2078.55,No
1448-CYWKC,0,Female,58,105.2,One year,Fiber optic,No,6225.4,No
7901-IIDQV,0,Male,24,54.6,One year,DSL,Yes,1242.25,No
2690-DVRVK,0,Male,5,20.55,One year,No,No internet service,99.45,No
5688-KZTSN,0,Male,15,20.0,Month-to-month,No,No internet service,288.05,Yes
1270-XKUCC,0,Female,30,19.7,Two year,No,No internet service,599.25,No
0334-ZFJSR,0,Female,55,66.05,One year,DSL,Yes,3462.1,No
2894-QOJRX,0,Female,25,34.0,Month-to-month,DSL,No,853,Yes
5747-PMBSQ,1,Male,10,92.5,Month-to-month,Fiber optic,Yes,934.1,Yes
5583-EJXRD,0,Male,44,54.05,Two year,DSL,Yes,2375.2,No
4565-EVZMJ,0,Female,47,58.9,One year,DSL,Yes,2813.05,No
3143-JQEGI,0,Female,13,88.35,Month-to-month,Fiber optic,No,1222.8,Yes
6386-SZZKH,0,Female,49,107.95,Two year,Fiber optic,Yes,5293.2,Yes
3327-YBAKM,0,Female,64,96.9,One year,Fiber optic,Yes,6314.35,No
9441-QHEVC,0,Male,1,19.1,Month-to-month,No,No internet service,19.1,No
6705-LNMDD,0,Male,20,50.0,Month-to-month,DSL,Yes,1003.05,No
2580-ASVVY,0,Female,37,45.4,Two year,DSL,Yes,1593.1,No
3370-GQEAL,0,Male,30,85.45,Month-to-month,Fiber optic,No,2509.95,No
5032-USPKF,0,Female,38,84.1,One year,DSL,No,3187.65,No
2982-IHMFT,1,Female,1,74.45,Month-to-month,Fiber optic,No,74.45,Yes
3521-SYVOR,0,Female,37,64.75,Month-to-month,DSL,No,2345.2,Yes
4254-QPEDE,0,Female,52,66.25,Two year,DSL,Yes,3330.1,No
6283-GITPX,0,Male,71,76.9,Two year,DSL,Yes,5522.7,No
9526-JAWYF,0,Male,26,89.8,Month-to-month,Fiber optic,No,2335.3,Yes
0771-CHWSK,0,Male,66,74.6,Two year,DSL,No,4798.4,No
9788-HNGUT,0,Male,72,116.95,Two year,Fiber optic,Yes,8594.4,No
9495-REDIY,0,Male,25,40.65,One year,DSL,No,970.55,No
5375-XLDOF,0,Male,69,114.35,Two year,Fiber optic,Yes,7665.8,No
1172-VIYBP,0,Male,53,69.7,Two year,DSL,No,3686.05,No
5649-VUKMC,0,Female,12,95.5,One year,Fiber optic,No,1115.15,Yes
6559-PDZLR,0,Male,26,98.65,Month-to-month,Fiber optic,Yes,2537,No
8992-OBVDG,0,Male,21,61.65,Month-to-month,DSL,No,1393.6,No
4273-MBHYA,0,Female,1,89.35,Month-to-month,Fiber optic,No,89.35,No
4724-WXVWF,0,Male,48,95.4,Month-to-month,Fiber optic,Yes,4445.3,No
5701-GUXDC,0,Female,26,35.4,One year,DSL,No,978.6,No
1460-UZPRJ,0,Male,60,19.95,Two year,No,No internet service,1258.15,No
6082-GLJIX,0,Male,18,19.25,Month-to-month,No,No internet service,331.35,No
5143-EGQFK,1,Female,10,29.65,Month-to-month,DSL,Yes,291.4,Yes
4919-IKATY,0,Male,5,84.5,Month-to-month,Fiber optic,No,453.75,Yes
2495-TTHBQ,0,Female,4,20.4,One year,No,No internet service,84.75,No
0485-ZBSLN,0,Male,65,24.75,Two year,No,No internet service,1715.1,No
3810-PJUHR,0,Male,70,25.35,Two year,No,No internet service,1715.15,No
9050-QLROH,0,Male,18,90.7,Month-to-month,Fiber optic,No,1597.25,Yes
0847-HGRML,0,Male,62,20.0,Two year,No,No internet service,1250.1,No
8232-CTLKO,0,Female,66,59.75,Two year,DSL,No,3996.8,No
9227-YBAXE,0,Female,65,82.5,Two year,DSL,Yes,5215.1,No
6168-WFVVF,1,Female,3,70.3,Month-to-month,Fiber optic,No,235.5,Yes
9860-LISIZ,0,Female,34,20.35,Month-to-month,No,No internet service,673.2,No
0112-QAWRZ,0,Male,16,90.8,Month-to-month,Fiber optic,No,1442.2,No
0877-SDMBN,0,Female,54,103.95,One year,Fiber optic,No,5639.05,Yes
2786-GCDPI,1,Female,50,104.95,Month-to-month,Fiber optic,Yes,5222.35,No
4043-MKDTV,0,Male,71,105.25,Two year,Fiber optic,Yes,7291.75,No
8065-YKXKD,0,Female,10,74.75,Month-to-month,Fiber optic,No,799.65,Yes
9637-EIHEQ,0,Female,1,50.8,Month-to-month,DSL,Yes,50.8,Yes
9229-RQABD,0,Male,18,23.75,One year,No,No internet service,424.5,No
8313-KTIHG,0,Male,4,61.3,Month-to-month,DSL,Yes,249.4,No
5320-BRKGK,0,Female,58,75.8,Two year,DSL,Yes,4415.75,No
6284-KMNUF,0,Female,56,98.0,One year,Fiber optic,No,5270.6,No
9689-PTNPG,0,Male,2,80.25,Month-to-month,Fiber optic,No,144.55,Yes
9465-RWMXL,0,Male,32,78.9,Month-to-month,Fiber optic,No,2447.95,Yes
6229-UOLQL,0,Male,56,52.0,One year,DSL,Yes,2884.9,No
2362-IBOOY,0,Male,36,84.75,Month-to-month,Fiber optic,No,3050.15,Yes
3137-LUPIX,0,Female,4,64.4,Month-to-month,DSL,Yes,253,No
0843-WTBXE,0,Male,53,85.45,Month-to-month,Fiber optic,No,4517.25,Yes
6143-JQKEA,0,Male,10,45.8,Month-to-month,DSL,No,436.2,No
8676-OOQEJ,0,Male,4,30.5,Month-to-month,DSL,Yes,118.4,No
5515-IDEJJ,0,Male,1,19.9,Month-to-month,No,No internet service,19.9,Yes
9701-CDXHR,0,Female,51,69.15,Month-to-month,Fiber optic,No,3649.6,No
7450-NWRTR,1,Male,12,99.45,Month-to-month,Fiber optic,No,1200.15,Yes
8124-NZVGJ,0,Female,6,49.25,One year,DSL,Yes,255.6,No
2162-FRZAA,0,Male,63,39.35,Two year,DSL,Yes,2395.05,No
5376-DEQCP,0,Female,1,70.6,Month-to-month,Fiber optic,No,70.6,Yes
5118-MUEYH,0,Female,48,105.1,Month-to-month,Fiber optic,Yes,5083.55,No
9095-HFAFX,0,Female,5,81.0,Month-to-month,Fiber optic,No,389.6,Yes
5627-TVBPP,0,Female,35,20.1,One year,No,No internet service,644.5,No
2379-ENZGV,0,Male,6,84.85,Month-to-month,Fiber optic,No,523.5,Yes
3936-QQFLL,0,Male,2,19.75,Month-to-month,No,No internet service,39.3,No
2589-AYCRP,0,Female,50,19.75,One year,No,No internet service,989.05,No
4067-HLYQI,0,Female,33,70.4,Month-to-month,Fiber optic,No,2406.1,No
5124-EOGYE,0,Male,31,20.45,Two year,No,No internet service,638.55,No
5057-RKGLH,0,Female,9,20.35,Two year,No,No internet service,191.1,No
0292-WEGCH,0,Female,54,86.2,Month-to-month,DSL,Yes,4524.05,No
8910-ICHIU,0,Female,46,95.65,One year,Fiber optic,No,4664.2,No
